Kategori_Laporan,Kategori_Pos,Pos_Pos,Rincian_Pos_Pos,Tanggal,Nilai
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-08-01,2365573
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-04-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-12-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-07-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-06-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-03-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-05-01,1611017
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-11-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-10-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2014-09-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2015-01-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Rupiah,Rupiah,2015-02-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-08-01,16738
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-04-01,4073
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-07-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-06-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-03-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-05-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-11-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-10-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-09-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2013-12-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-08-01,45545
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-04-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-12-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-07-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-06-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-03-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-05-01,59
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-11-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-10-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2014-09-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2015-01-01,0
Komitmen & Kontinjensi,Garansi yang diberikan,Valuta Asing,Valuta Asing,2015-02-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-08-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-04-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-07-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-06-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-03-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-05-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-11-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-10-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-09-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2013-12-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-08-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-04-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-12-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-07-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-06-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-03-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-05-01,1611017
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-11-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-10-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2014-09-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2015-01-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Rupiah,Rupiah,2015-02-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-08-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-04-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-07-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-06-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-03-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-05-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-11-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-10-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-09-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2013-12-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-08-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-04-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-12-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-07-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-06-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-03-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-05-01,59
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-11-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-10-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2014-09-01,0
Komitmen & Kontinjensi,Garansi yang diterima   ,Valuta Asing,Valuta Asing,2015-01-01,0
