Tanggal,Neraca,Aset,Aset_Lainnya,Aset_Non_Produktif,Aset_antarkantor_2_,Aset_yang_diambil_alih_,Properti_terbengkalai,Rekening_tunda,Aset_pajak_tangguhan_,Aset_tetap_dan_inventaris,Akumulasi_penyusutan_aset_tetap_dan_inventaris____,Aset_tidak_berwujud,Akumulasi_amortisasi_aset_tidak_berwujud____,Cadangan_kerugian_penurunan_nilai_aset_keuangan____,Kredit,Lainnya,Surat_berharga,Cadangan_kerugian_penurunan_nilai_aset_non_keuangan____,Kas,Kredit_20,Dimiliki_hingga_jatuh_tempo,Diukur_pada_nilai_wajar_melalui_laporan_laba_rugi,Pinjaman_yang_diberikan_dan_piutang,Tersedia_untuk_dijual,Pembiayaan_syariah,Penempatan_pada_Bank_Indonesia,Penempatan_pada_bank_lain,Penyertaan,Sewa_pembiayaan__,Surat_berharga_30,Dimiliki_hingga_jatuh_tempo_31,Diukur_pada_nilai_wajar_melalui_laporan_laba_rugi_32,Pinjaman_yang_diberikan_dan_piutang_33,Tersedia_untuk_dijual_34,Surat_berharga_yang_dijual_dengan_janji_dibeli_kembali__repo_,Tagihan_akseptasi,Tagihan_akseptasi_37,Tagihan_atas_surat_berharga_yang_dibeli_dengan_janji_dijual_kembali__reverse_repo_,Tagihan_spot_dan_derivatif,Total_Aset,Ekuitas,Cadangan,Cadangan_Tujuan,Cadangan_Umum,Laba_Rugi,Tahun_berjalan,Tahun_tahun_lalu,Modal_Disetor,Modal_dasar_,Modal_yang_belum_disetor____,Saham_yang_dibeli_kembali__treasury_stock_____,Modal_pinjaman_,Pendapatan__kerugian__komprehensif_lainnya,Lainnya_54,Penyesuaian_akibat_penjabaran_laporan_keuangan_dalam_mata_uang_asing,Selisih_penilaian_kembali_aset_tetap,Selisih_kuasi_reorganisasi,Selisih_restrukturisasi_entitas_sepengendali,Tambahan_Modal_Disetor,Agio,Dana_setoran_modal,Disagio____,Lainnya_63,Modal_sumbangan,Total_Ekuitas,Total_Ekuitas_66,Liabilitas,Dana_investasi_profit_sharing,Dana_investasi_revenue_sharing,Giro,Liabilitas_antar_kantor_2_,Melakukan_kegiatan_operasional_di_Indonesia,Melakukan_kegiatan_operasional_di_luar_Indonesia,Liabilitas_lainnya,Liabilitas_pajak_tangguhan,Liabilitas_spot_dan_derivatif,Pinjaman_dari_Bank_Indonesia,Pinjaman_dari_bank_lain,Pinjaman_yang_diterima,Setoran_jaminan,Simpanan_berjangka,Surat_berharga_yang_diterbitkan,Tabungan,Total_Liabilitas,Utang_akseptasi,Utang_atas_surat_berharga_yang_dijual_dengan_janji_dibeli_kembali__repo_,Liabilitas_dan_Ekuitas,Total_Liabilitas_dan_Ekuitas,Komitmen___Kontinjensi,Fasilitas_kredit_kepada_bank_lain_yang_belum_ditarik,Committed__,Uncommitted,Fasilitas_kredit_kepada_nasabah_yang_belum_ditarik,BUMN,BUMN_95,Lainnya_96,Fasilitas_pinjaman_yang_belum_ditarik__,Rupiah,Valuta_Asing,Garansi_yang_diberikan,Rupiah_101,Valuta_Asing_102,Garansi_yang_diterima___,Rupiah_104,Valuta_Asing_105,Irrevocable_L_C_yang_masih_berjalan,L_C_dalam_negeri___,L_C_luar_negeri,Kewajiban_Komitmen,Kewajiban_Kontinjensi,Lainnya_111,Lainnya__,Lainnya___,Pendapatan_bunga_dalam_penyelesaian,Bunga_lainnya___,Posisi_pembelian_spot_dan_derivatif_yang_masih_berjalan___,Posisi_penjualan_spot_dan_derivatif_yang_masih_berjalan___,Tagihan_Komitmen,Tagihan_Kontinjensi,Laba_Rugi_120,LABA__RUGI_,LABA__RUGI__NON_OPERASIONAL,LABA__RUGI__TAHUN_BERJALAN,LABA__RUGI__OPERASIONAL,LABA__RUGI__BERSIH,PENDAPATAN__BEBAN__NON_OPERASIONAL,Keuntungan__kerugian__penjabaran_transaksi_valuta_asing,Keuntungan__kerugian__penjualan_aset_tetap_dan_inventaris,Pajak_Penghasilan,Pendapatan__beban__pajak_tangguhan,Taksiran_pajak_tahun_berjalan,Pendapatan__beban__non_operasional_lainnya,PENDAPATAN_DAN_BEBAN_OPERASIONAL,Beban_Bunga,Rupiah_135,Valuta_Asing_136,Beban_Operasional_Selain_Bunga,Beban_lainnya,Beban_promosi,Beban_tenaga_kerja,Kerugian_dari_penyertaan_dengan_equity_method,Kerugian_penjualan_aset_keuangan,Kerugian_penurunan_nilai_aset_keuangan__impairment_,Kerugian_penurunan_nilai_aset_lainnya__non_keuangan_,Kerugian_terkait_risiko_operasional,Kerugian_transaksi_spot_dan_derivatif__realised_,Komisi_provisi_fee_dan_administrasi,Pendapatan__Beban__Operasional_Selain_Bunga_Bersih,Peningkatan_nilai_wajar_kewajiban_keuangan___mark_to_market_,Penurunan_nilai_wajar_aset_keuangan__mark_to_market_,Pendapatan_Bunga,Rupiah_152,Valuta_Asing_153,Pendapatan_Operasional_Selain_Bunga,Dividen,Keuntungan_dari_penyertaan_dengan_equity_method,Keuntungan_penjualan_aset_keuangan,Keuntungan_transaksi_spot_dan_derivatif__realised_,Komisi_provisi_fee_dan_administrasi_159,Pemulihan_atas_cadangan_kerugian_penurunan_nilai,Pendapatan_lainnya,Peningkatan_nilai_wajar_aset_keuangan__mark_to_market_,Penurunan_nilai_wajar_liabilitas_keuangan___mark_to_market_,TRANSFER_LABA__RUGI__KE_KANTOR_PUSAT____
2014-06-01,164198690,63715118,695027,4048,0,0,0,4048,0,281805,281805,5116,5116,654462,642481,0,11981,0,1736110,2399887,2399887,0,0,0,430658,2808469,9451149,0,0,2399887,2399887,0,0,0,0,0,0,701209,0,42147291,21836822,865761,0,865761,543282,543282,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5647832,5647832,36499459,0,862949,16395245,0,0,0,408523,70858,0,29,200443,316850,22546,10220493,0,8001523,,0,0,42147291,42147291,10414333,29785,0,29785,3830714,0,0,3830714,0,0,0,0,0,0,0,0,0,0,0,0,3860499,2532671,0,1414,0,78918,0,0,0,0,80332,4125645,1527150,15955,763575,747620,543281,190283,-1134,0,174328,-22983,197311,17089,1864931,1387349,0,0,238791,309799,19114,324054,0,0,224628,0,0,0,925,-639729,0,0,0,0,0,238791,0,0,0,0,115954,0,122837,0,0,0
2014-07-01,141823801,52196363,764460,804,0,0,0,804,0,285149,285149,5241,5241,691142,679161,0,11981,0,1877206,2154078,2154078,0,0,0,456814,3075543,3115600,0,0,2154078,2154078,0,0,0,0,0,0,931678,0,36684570,21975438,865761,0,865761,612590,612590,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5717140,5717140,30967430,0,861261,9122837,0,0,0,492735,60943,0,29,681091,316836,22454,10039816,0,9369428,,0,0,36684570,36684570,9952150,31285,0,31285,3715408,0,0,3715408,0,0,0,0,0,0,0,0,0,0,0,0,3746693,2294064,0,1414,0,80936,0,0,0,0,82350,,1720818,15375,860409,845034,612588,237062,-2242,0,221687,-13067,234754,17617,2185800,1657388,0,0,264206,367651,24232,407481,0,0,276119,0,0,0,1077,-812354,0,0,0,0,0,264206,0,0,0,0,122741,0,141465,0,0,
2014-09-01,165334975,63558272,756280,4708,0,0,0,4708,0,292053,292053,5399,5399,648970,648970,0,0,0,1510290,2376714,2376714,0,0,0,480994,4733978,6873797,0,0,2376714,2376714,0,0,0,0,0,0,804325,0,42694050,22236048,865763,0,865763,742893,742893,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5847445,5847445,36846605,0,903834,15414799,0,0,0,454047,59220,0,2,288612,317046,23667,10550833,0,8834545,,0,0,42694050,42694050,9936674,27585,0,27585,3577958,0,0,3577958,0,0,0,0,0,0,0,0,0,0,0,0,3605543,2558114,0,1414,0,82323,0,0,0,0,83737,5906363,2092050,16908,1046025,1029117,742893,297350,-841,2,280442,-11345,291787,17747,2774070,2117408,0,0,328331,501318,35790,490695,0,0,387494,0,0,0,1325,-1088291,0,0,0,0,0,328331,0,0,0,0,149006,0,179325,0,0,0
2014-10-01,169130419,65700542,777347,3280,0,0,0,3280,0,295631,295631,5460,5460,670286,658305,0,11981,0,1524648,3288573,3288573,0,0,0,494084,5686979,5992874,0,0,3288573,3288573,0,0,0,0,0,0,196979,0,43475828,22415284,865761,0,865761,832513,832513,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5937063,5937063,37538765,0,946332,16194568,0,0,0,498906,50118,0,9,341595,317010,21562,9682522,0,9486143,,0,0,43475828,43475828,10550849,25285,0,25285,3612473,0,0,3612473,0,0,0,0,0,0,0,0,0,0,0,0,3637758,2670203,100000,1414,0,201151,0,0,0,100000,202565,6626127,2347164,16744,1173582,1156838,832513,353329,-1045,2,336585,-2242,338827,17787,3093121,2377297,0,0,357912,571997,40835,545881,0,0,418188,0,0,0,1470,-1220459,0,0,0,0,0,357912,0,0,0,0,160765,0,197147,0,0,0
2014-11-01,171712930,66911122,807946,3853,0,0,0,3853,0,299370,299370,5513,5513,676847,664866,0,11981,0,1525782,3466431,3466431,0,0,0,517513,6136038,5673611,0,0,3466431,3466431,0,0,0,0,0,0,196979,0,44134808,22523226,865760,0,865760,886485,886485,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5991034,5991034,38143774,0,994114,16942708,0,0,0,580598,53530,0,5,360400,317298,21934,9149792,0,9723395,,0,0,44134808,44134808,9695640,26535,0,26535,3154363,0,0,3154363,0,0,0,0,0,0,0,0,0,0,0,0,3180898,2727662,100000,1414,0,201677,0,0,0,100000,203091,7227467,2547888,-10217,1273944,1284161,886485,365934,-1029,2,376151,-5654,381805,-9190,3427160,2657688,0,0,384736,694330,49460,582290,0,0,430597,0,0,0,1586,-1373527,0,0,0,0,0,384736,0,0,0,0,173437,0,211299,0,0,0
2014-12-01,147669187,54982889,713280,637,0,0,0,637,0,303585,303585,5585,5585,572529,572529,0,0,0,1888527,3344136,3344136,0,0,0,540096,3143778,3085375,0,0,3344136,3344136,0,0,0,0,0,0,0,0,38041225,22666538,865763,0,865763,958138,958138,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,6062690,6062690,31978535,0,1059513,11614882,0,0,0,698378,39064,0,3,611782,316984,42000,6718274,0,10877655,,0,0,38041225,38041225,11220945,24035,0,24035,3749744,0,0,3749744,0,0,0,0,0,0,0,0,0,0,0,0,3773779,2855751,100000,1414,0,307404,0,0,0,100000,308818,7951628,2760440,-5656,1380220,1385876,958138,434038,-1327,515,439694,8806,430888,-4844,3799012,2912036,0,0,443488,794703,67580,660872,0,0,444782,0,0,0,1711,-1526160,0,0,0,0,0,443488,0,0,0,0,188631,605,254252,0,0,0
2015-01-01,159050143,60675126,1165732,2575,0,0,0,2575,0,307035,307035,5656,5656,633727,633727,0,0,0,1434558,3254771,3254771,0,0,0,536081,3816037,5651149,0,0,3254771,3254771,0,0,0,0,0,0,0,0,40613034,23756740,865762,0,865762,1503240,124767,1378473,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,6607791,6607791,34005243,0,1077972,14712345,0,0,0,604981,29740,0,0,389667,317171,25591,7363843,0,9483933,,0,0,40613034,40613034,11306993,0,0,0,4052145,0,0,4052145,0,0,0,0,0,0,0,0,0,0,0,0,4052145,2437683,153302,1414,0,227794,0,0,0,153302,229208,,342282,23758,171141,147383,124767,106402,22657,0,82644,18135,64509,1101,342466,261966,0,0,40250,55311,738,36231,0,0,62352,0,0,37,114,-114583,0,50,0,0,0,40250,0,0,0,0,21994,3,17232,1021,0,
2015-02-01,159971722,60992342,1238310,1782,0,0,0,1782,0,310490,310490,5727,5727,688938,688938,0,0,0,1471877,3318149,3318149,0,0,0,583939,3390243,5750413,0,0,3349980,3318149,0,0,31831,0,0,0,0,131,40882363,23888150,865762,0,865762,1568945,190472,1378473,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,6673496,6673496,34208867,0,1096448,13728454,0,0,0,673468,27912,106,0,371741,317630,16120,8515624,0,9461364,,0,0,40882363,40882363,10553709,0,0,0,4020603,0,0,4020603,0,0,0,0,0,0,0,0,0,0,0,0,3969038,2215409,-21453,0,0,221565,0,0,-51565,-21453,221565,,527338,25502,263669,238167,190472,138627,22665,0,113125,19964,93161,2837,656210,526894,0,0,64658,121628,2518,108569,0,0,120144,0,0,207,224,-288727,0,95,0,0,0,64658,0,0,0,0,36011,0,28148,499,0,
2014-05-01,154192962,59272421,698733,4060,0,0,0,4060,0,278795,278795,4982,4982,637101,625120,0,11981,0,1530315,2791244,2791244,0,0,0,395251,2670212,7926530,0,0,2791244,2791244,0,0,0,0,0,0,150774,0,39393180,21727204,865761,0,865761,488473,488473,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5593023,5593023,33800157,0,647454,14009693,0,0,0,440965,68201,0,84,229624,316457,23459,9681373,0,8382847,,0,0,39393180,39393180,13157383,34735,0,34735,3816978,0,0,3816978,0,0,0,1611076,1611017,59,1611076,1611017,59,0,0,0,3851713,2074823,0,1414,0,77077,0,0,0,0,78491,6883464,1371882,14911,685941,671030,488472,171730,-2025,0,156819,-20325,177144,16936,4851380,2823576,1611017,59,208364,254877,12084,286208,0,0,195852,0,0,0,813,-541470,0,0,1611076,1611017,59,208364,0,0,0,0,103267,0,105097,0,0,0
2014-08-01,207034311,79550360,772141,5435,0,0,0,5435,0,288512,288512,5361,5361,744791,732810,0,11981,0,1606800,25011716,0,0,25011716,0,462605,5177332,3590366,0,0,2145133,2145133,0,0,0,0,0,0,759237,0,38980931,22059384,865761,0,865761,654563,654563,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5759113,5759113,66443636,0,878104,11944443,0,0,0,443569,61200,0,16,389016,317060,24145,10229493,0,8934772,33221818,0,0,38980931,38980931,12321674,28285,0,28285,3621886,0,0,3621886,0,0,0,2411118,2365573,45545,0,0,0,0,0,0,3650171,2411118,0,1414,0,98134,0,0,0,0,99548,8502740,1846120,15690,923060,907370,654561,257539,-2035,0,241849,-13325,255174,17725,5744520,2576869,709871,225,295391,439088,30498,441718,0,0,342300,0,0,0,1190,-959403,0,0,2576869,2576799,70,295391,0,0,0,0,137452,0,157939,0,0,0
2013-08-01,207034311,79550360,772141,5435,0,0,0,5435,0,288512,288512,5361,5361,744791,732810,0,11981,0,1606800,25011716,0,0,25011716,0,462605,5177332,3590366,0,0,2145133,2145133,0,0,0,0,0,0,759237,0,38980931,22059384,865761,0,865761,654563,654563,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5759113,5759113,66443636,0,878104,11944443,0,0,0,443569,61200,0,16,389016,317060,24145,10229493,0,8934772,33221818,0,0,38980931,38980931,10544048,88450,0,88450,3631661,0,0,3631661,0,0,0,1488817,1472079,16738,0,0,0,0,0,0,3720111,1488817,0,1414,0,61682,0,0,0,0,63096,7215884,1662250,6583,831125,824542,596312,173050,8285,1002,166467,-34173,200640,-2704,4784272,2095051,546810,159,297085,369516,20457,357872,0,0,268939,0,27,0,3814,-723540,0,0,2095051,2094137,914,297085,0,0,0,0,124702,0,172383,0,0,0
2013-04-01,155191458,70006249,593563,818,0,0,0,818,0,236920,236920,3753,3753,248721,248721,0,0,0,1540751,19104345,0,0,19104345,0,268775,2655263,9013355,0,0,1591400,1591400,0,0,0,0,0,0,21766,0,34726819,20921984,655562,0,655562,296062,296062,0,14270579,9000000,5270579,0,0,0,0,0,0,0,0,509368,509368,0,0,0,0,5190413,5190413,29536406,0,237140,12715229,0,0,0,1035533,50433,0,158,294492,313801,14052,7684593,0,7190975,,0,0,34726819,34726819,10179962,48121,15000,33121,3808760,0,0,3808760,0,0,0,1179372,1175299,4073,0,0,0,0,0,0,3841881,1179372,0,1414,0,59814,0,0,0,0,61228,3414802,827814,3843,413907,410064,296062,29940,458,1002,26097,-45874,71971,2383,2260986,974214,244205,72,156279,167675,7534,184120,0,0,114636,0,15,0,2172,-319873,0,0,974214,973497,717,156279,3,0,0,0,70795,0,85481,0,0,0
