Kategori_Laporan,Kategori_Pos,Pos_Pos,Rincian_Pos_Pos,Tanggal,Nilai
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-04-01,516730
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-12-01,1380220
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-07-01,860409
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-06-01,763575
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-03-01,426565
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-05-01,685941
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-11-01,1273944
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-10-01,1173582
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2014-09-01,1046025
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2015-01-01,171141
Laba/Rugi,LABA (RUGI),    LABA (RUGI) TAHUN BERJALAN,LABA (RUGI) TAHUN BERJALAN,2015-02-01,263669
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-08-01,369516
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-04-01,167675
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-07-01,326262
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-06-01,270337
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-03-01,124170
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-05-01,216930
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-11-01,521000
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-10-01,470172
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-09-01,419177
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2013-12-01,608081
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-08-01,439088
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-04-01,202521
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-12-01,794703
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-07-01,367651
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-06-01,309799
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-03-01,145757
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-05-01,254877
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-11-01,694330
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-10-01,571997
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2014-09-01,501318
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2015-01-01,55311
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban lainnya,2015-02-01,121628
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-08-01,20457
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-04-01,7534
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-07-01,18392
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-06-01,13743
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-03-01,4281
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-05-01,9989
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-11-01,40751
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-10-01,32387
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-09-01,25939
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2013-12-01,58890
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-08-01,30498
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-04-01,8905
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-12-01,67580
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-07-01,24232
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-06-01,19114
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-03-01,5829
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-05-01,12084
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-11-01,49460
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-10-01,40835
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2014-09-01,35790
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2015-01-01,738
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban promosi,2015-02-01,2518
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-08-01,357872
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-04-01,184120
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-07-01,315963
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-06-01,250774
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-03-01,146835
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-05-01,233848
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-11-01,489652
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-10-01,442180
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-09-01,400541
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2013-12-01,539263
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-08-01,441718
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-04-01,238728
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-12-01,660872
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-07-01,407481
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-06-01,324054
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-03-01,154599
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-05-01,286208
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-11-01,582290
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-10-01,545881
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2014-09-01,490695
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2015-01-01,36231
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Beban tenaga kerja,2015-02-01,108569
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2013-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2014-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2015-01-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian penjualan aset keuangan,2015-02-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-08-01,27
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-04-01,15
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-07-01,27
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-06-01,15
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-05-01,15
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-11-01,27
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-10-01,27
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-09-01,27
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2013-12-01,27
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2014-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2015-01-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian terkait risiko operasional,2015-02-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-08-01,3814
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-04-01,2172
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-07-01,3441
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-06-01,3046
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-03-01,1699
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-05-01,2631
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-11-01,4726
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-10-01,4565
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-09-01,4205
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2013-12-01,5089
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-08-01,1190
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-04-01,714
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-12-01,1711
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-07-01,1077
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-06-01,925
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-03-01,583
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-05-01,813
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-11-01,1586
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-10-01,1470
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2014-09-01,1325
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2015-01-01,114
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Komisi/provisi/fee dan administrasi,2015-02-01,224
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2013-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2014-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2015-01-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian dari penyertaan dengan equity method,2015-02-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2013-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-08-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-04-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-12-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-07-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-06-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-03-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-05-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-11-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-10-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2014-09-01,0
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2015-01-01,37
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Kerugian transaksi spot dan derivatif (realised),2015-02-01,207
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Pendapatan (Beban) Operasional Selain Bunga Bersih,2013-08-01,-723540
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Pendapatan (Beban) Operasional Selain Bunga Bersih,2013-04-01,-319873
Laba/Rugi,PENDAPATAN DAN BEBAN OPERASIONAL,Beban Operasional Selain Bunga,Pendapatan (Beban) Operasional Selain Bunga Bersih,2013-07-01,-634834
