stock_name,period_end_date,type,category,sub_category,value
Bank BCA,2022-12-31,Assets,"Other Assets, Total",Other Assets,22821054
Bank BCA,2022-12-31,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2022-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",24709372
Bank BCA,2022-12-31,Assets,Current Assets,Cash and Due from Banks,161598872
Bank BCA,2022-12-31,Assets,Current Assets,Other Earning Assets,429696227
Bank BCA,2022-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",7321331
Bank BCA,2022-12-31,Assets,Non-Current Assets,Net Loans,676420877
Bank BCA,2022-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1824992
Bank BCA,2022-12-31,Equities,Retained Earnings,Retained Earnings,200960243
Bank BCA,2022-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2022-12-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2022-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2022-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",9666648
Bank BCA,2022-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,9740
Bank BCA,2022-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,709909
Bank BCA,2022-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",2373869
Bank BCA,2022-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,11342847
Bank BCA,2022-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,255962
Bank BCA,2022-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,11342847
Bank BCA,2022-12-31,Liabilities,Current Liabilities,Accrued Expenses,20429778
Bank BCA,2022-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2022-12-31,Liabilities,Current Liabilities,Total Deposits,1047654224
Bank BCA,2022-09-30,Assets,"Other Assets, Total",Other Assets,24972922
Bank BCA,2022-09-30,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2022-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",22018438
Bank BCA,2022-09-30,Assets,Current Assets,Cash and Due from Banks,156220958
Bank BCA,2022-09-30,Assets,Current Assets,Other Earning Assets,420006414
Bank BCA,2022-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",7307423
Bank BCA,2022-09-30,Assets,Non-Current Assets,Net Loans,645288866
Bank BCA,2022-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1173290
Bank BCA,2022-09-30,Equities,Retained Earnings,Retained Earnings,193746903
Bank BCA,2022-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2022-09-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2022-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2022-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",9152066
Bank BCA,2022-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2022-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,1428108
Bank BCA,2022-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1951506
Bank BCA,2022-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,11714667
Bank BCA,2022-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,254991
Bank BCA,2022-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,11714667
Bank BCA,2022-09-30,Liabilities,Current Liabilities,Accrued Expenses,18902930
Bank BCA,2022-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2022-09-30,Liabilities,Current Liabilities,Total Deposits,1032745610
Bank BCA,2022-06-30,Assets,"Other Assets, Total",Other Assets,22454439
Bank BCA,2022-06-30,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2022-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21993249
Bank BCA,2022-06-30,Assets,Current Assets,Cash and Due from Banks,228783449
Bank BCA,2022-06-30,Assets,Current Assets,Other Earning Assets,390754173
Bank BCA,2022-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",6712600
Bank BCA,2022-06-30,Assets,Non-Current Assets,Net Loans,638454913
Bank BCA,2022-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),3137712
Bank BCA,2022-06-30,Equities,Retained Earnings,Retained Earnings,182841811
Bank BCA,2022-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2022-06-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2022-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2022-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",9105773
Bank BCA,2022-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2022-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,663611
Bank BCA,2022-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1648402
Bank BCA,2022-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,11655795
Bank BCA,2022-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,20214
Bank BCA,2022-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,11655795
Bank BCA,2022-06-30,Liabilities,Current Liabilities,Accrued Expenses,19033781
Bank BCA,2022-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2022-06-30,Liabilities,Current Liabilities,Total Deposits,1018137048
Bank BCA,2022-03-31,Assets,"Other Assets, Total",Other Assets,22602169
Bank BCA,2022-03-31,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2022-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",22177450
Bank BCA,2022-03-31,Assets,Current Assets,Cash and Due from Banks,164260813
Bank BCA,2022-03-31,Assets,Current Assets,Other Earning Assets,383799386
Bank BCA,2022-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",6134320
Bank BCA,2022-03-31,Assets,Non-Current Assets,Net Loans,601050559
Bank BCA,2022-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),4845078
Bank BCA,2022-03-31,Equities,Retained Earnings,Retained Earnings,172852933
Bank BCA,2022-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2022-03-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2022-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2022-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",9526139
Bank BCA,2022-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2022-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,601097
Bank BCA,2022-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",2689448
Bank BCA,2022-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,10835530
Bank BCA,2022-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,264725
Bank BCA,2022-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,10835530
Bank BCA,2022-03-31,Liabilities,Current Liabilities,Accrued Expenses,34187166
Bank BCA,2022-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2022-03-31,Liabilities,Current Liabilities,Total Deposits,1005389938
Bank BCA,2021-12-31,Assets,"Other Assets, Total",Other Assets,22479982
Bank BCA,2021-12-31,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2021-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",22169299
Bank BCA,2021-12-31,Assets,Current Assets,Cash and Due from Banks,188154635
Bank BCA,2021-12-31,Assets,Current Assets,Other Earning Assets,385649633
Bank BCA,2021-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",5525516
Bank BCA,2021-12-31,Assets,Non-Current Assets,Net Loans,603747486
Bank BCA,2021-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),6142177
Bank BCA,2021-12-31,Equities,Retained Earnings,Retained Earnings,179581506
Bank BCA,2021-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2021-12-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2021-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2021-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",6644294
Bank BCA,2021-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2021-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,562260
Bank BCA,2021-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1819660
Bank BCA,2021-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,10551431
Bank BCA,2021-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,77021
Bank BCA,2021-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,10551431
Bank BCA,2021-12-31,Liabilities,Current Liabilities,Accrued Expenses,18479001
Bank BCA,2021-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2021-12-31,Liabilities,Current Liabilities,Total Deposits,985965965
Bank BCA,2021-09-30,Assets,"Other Assets, Total",Other Assets,22478078
Bank BCA,2021-09-30,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2021-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21485626
Bank BCA,2021-09-30,Assets,Current Assets,Cash and Due from Banks,179731735
Bank BCA,2021-09-30,Assets,Current Assets,Other Earning Assets,349040697
Bank BCA,2021-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",5656012
Bank BCA,2021-09-30,Assets,Non-Current Assets,Net Loans,572703256
Bank BCA,2021-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),6362997
Bank BCA,2021-09-30,Equities,Retained Earnings,Retained Earnings,174460437
Bank BCA,2021-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2021-09-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2021-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2021-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",6337724
Bank BCA,2021-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,6228
Bank BCA,2021-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,1068798
Bank BCA,2021-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1962454
Bank BCA,2021-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,12135839
Bank BCA,2021-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,43460
Bank BCA,2021-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,12135839
Bank BCA,2021-09-30,Liabilities,Current Liabilities,Accrued Expenses,18411614
Bank BCA,2021-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2021-09-30,Liabilities,Current Liabilities,Total Deposits,930729738
Bank BCA,2021-06-30,Assets,"Other Assets, Total",Other Assets,22976239
Bank BCA,2021-06-30,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2021-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21530422
Bank BCA,2021-06-30,Assets,Current Assets,Cash and Due from Banks,165862287
Bank BCA,2021-06-30,Assets,Current Assets,Other Earning Assets,303330452
Bank BCA,2021-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",5842225
Bank BCA,2021-06-30,Assets,Non-Current Assets,Net Loans,560595826
Bank BCA,2021-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),6023199
Bank BCA,2021-06-30,Equities,Retained Earnings,Retained Earnings,164345981
Bank BCA,2021-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2021-06-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2021-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2021-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",6338543
Bank BCA,2021-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,4222
Bank BCA,2021-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,1084206
Bank BCA,2021-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1967943
Bank BCA,2021-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,13813111
Bank BCA,2021-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,43944
Bank BCA,2021-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,13813111
Bank BCA,2021-06-30,Liabilities,Current Liabilities,Accrued Expenses,16837623
Bank BCA,2021-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2021-06-30,Liabilities,Current Liabilities,Total Deposits,901639330
Bank BCA,2021-03-31,Assets,"Other Assets, Total",Other Assets,24318782
Bank BCA,2021-03-31,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2021-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21621435
Bank BCA,2021-03-31,Assets,Current Assets,Cash and Due from Banks,89030970
Bank BCA,2021-03-31,Assets,Current Assets,Other Earning Assets,340028522
Bank BCA,2021-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",6249282
Bank BCA,2021-03-31,Assets,Non-Current Assets,Net Loans,556267015
Bank BCA,2021-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),4782159
Bank BCA,2021-03-31,Equities,Retained Earnings,Retained Earnings,156929826
Bank BCA,2021-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2021-03-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2021-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2021-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5919790
Bank BCA,2021-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,2738
Bank BCA,2021-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,1099202
Bank BCA,2021-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",3032853
Bank BCA,2021-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,14019515
Bank BCA,2021-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,169894
Bank BCA,2021-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,14019515
Bank BCA,2021-03-31,Liabilities,Current Liabilities,Accrued Expenses,30446527
Bank BCA,2021-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2021-03-31,Liabilities,Current Liabilities,Total Deposits,856714388
Bank BCA,2020-12-31,Assets,"Other Assets, Total",Other Assets,24705681
Bank BCA,2020-12-31,Assets,Fixed Assets,"Goodwill, Net",1158201
Bank BCA,2020-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21915054
Bank BCA,2020-12-31,Assets,Current Assets,Cash and Due from Banks,111227812
Bank BCA,2020-12-31,Assets,Current Assets,Other Earning Assets,322155779
Bank BCA,2020-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",4880722
Bank BCA,2020-12-31,Assets,Non-Current Assets,Net Loans,560757929
Bank BCA,2020-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),7070825
Bank BCA,2020-12-31,Equities,Retained Earnings,Retained Earnings,160541080
Bank BCA,2020-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2020-12-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2020-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2020-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4400045
Bank BCA,2020-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,5957
Bank BCA,2020-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,1112306
Bank BCA,2020-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",2272189
Bank BCA,2020-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,13322725
Bank BCA,2020-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,0
Bank BCA,2020-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,13322725
Bank BCA,2020-12-31,Liabilities,Current Liabilities,Accrued Expenses,17540226
Bank BCA,2020-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2020-12-31,Liabilities,Current Liabilities,Total Deposits,850916286
Bank BCA,2020-09-30,Assets,"Other Assets, Total",Other Assets,22235975
Bank BCA,2020-09-30,Assets,Fixed Assets,"Goodwill, Net",1158200
Bank BCA,2020-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21456413
Bank BCA,2020-09-30,Assets,Current Assets,Cash and Due from Banks,97920758
Bank BCA,2020-09-30,Assets,Current Assets,Other Earning Assets,304186621
Bank BCA,2020-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",5133208
Bank BCA,2020-09-30,Assets,Non-Current Assets,Net Loans,553936034
Bank BCA,2020-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),4949515
Bank BCA,2020-09-30,Equities,Retained Earnings,Retained Earnings,157062728
Bank BCA,2020-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2020-09-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2020-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2020-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4729138
Bank BCA,2020-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,3397
Bank BCA,2020-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,1344101
Bank BCA,2020-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1953933
Bank BCA,2020-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,12351016
Bank BCA,2020-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,46148
Bank BCA,2020-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,12351016
Bank BCA,2020-09-30,Liabilities,Current Liabilities,Accrued Expenses,16564869
Bank BCA,2020-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2020-09-30,Liabilities,Current Liabilities,Total Deposits,786593856
Bank BCA,2020-06-30,Assets,"Other Assets, Total",Other Assets,23599902
Bank BCA,2020-06-30,Assets,Fixed Assets,"Goodwill, Net",855830
Bank BCA,2020-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21440775
Bank BCA,2020-06-30,Assets,Current Assets,Cash and Due from Banks,94440078
Bank BCA,2020-06-30,Assets,Current Assets,Other Earning Assets,313191233
Bank BCA,2020-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",5179435
Bank BCA,2020-06-30,Assets,Non-Current Assets,Net Loans,569232278
Bank BCA,2020-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),2910572
Bank BCA,2020-06-30,Equities,Retained Earnings,Retained Earnings,149267553
Bank BCA,2020-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2020-06-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2020-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2020-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4455097
Bank BCA,2020-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,2783
Bank BCA,2020-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,1366540
Bank BCA,2020-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1688877
Bank BCA,2020-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,11946136
Bank BCA,2020-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,21568
Bank BCA,2020-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,11946136
Bank BCA,2020-06-30,Liabilities,Current Liabilities,Accrued Expenses,18673525
Bank BCA,2020-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2020-06-30,Liabilities,Current Liabilities,Total Deposits,766848279
Bank BCA,2020-03-31,Assets,"Other Assets, Total",Other Assets,22463607
Bank BCA,2020-03-31,Assets,Fixed Assets,"Goodwill, Net",855830
Bank BCA,2020-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",21469601
Bank BCA,2020-03-31,Assets,Current Assets,Cash and Due from Banks,114108547
Bank BCA,2020-03-31,Assets,Current Assets,Other Earning Assets,303334756
Bank BCA,2020-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",5587584
Bank BCA,2020-03-31,Assets,Non-Current Assets,Net Loans,589507626
Bank BCA,2020-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-391971
Bank BCA,2020-03-31,Equities,Retained Earnings,Retained Earnings,154933125
Bank BCA,2020-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2020-03-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2020-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2020-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5776462
Bank BCA,2020-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2020-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,1409778
Bank BCA,2020-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1781433
Bank BCA,2020-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,20073932
Bank BCA,2020-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,4918255
Bank BCA,2020-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,20073932
Bank BCA,2020-03-31,Liabilities,Current Liabilities,Accrued Expenses,17988300
Bank BCA,2020-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2020-03-31,Liabilities,Current Liabilities,Total Deposits,747447208
Bank BCA,2019-12-31,Assets,"Other Assets, Total",Other Assets,22602919
Bank BCA,2019-12-31,Assets,Fixed Assets,"Goodwill, Net",855830
Bank BCA,2019-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",20852301
Bank BCA,2019-12-31,Assets,Current Assets,Cash and Due from Banks,114796041
Bank BCA,2019-12-31,Assets,Current Assets,Other Earning Assets,242796134
Bank BCA,2019-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3184290
Bank BCA,2019-12-31,Assets,Non-Current Assets,Net Loans,588215138
Bank BCA,2019-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1951554
Bank BCA,2019-12-31,Equities,Retained Earnings,Retained Earnings,155115533
Bank BCA,2019-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2019-12-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2019-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2019-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5321249
Bank BCA,2019-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2019-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,1339330
Bank BCA,2019-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1635469
Bank BCA,2019-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,8061330
Bank BCA,2019-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,113249
Bank BCA,2019-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,8061330
Bank BCA,2019-12-31,Liabilities,Current Liabilities,Accrued Expenses,14022369
Bank BCA,2019-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2019-12-31,Liabilities,Current Liabilities,Total Deposits,711512097
Bank BCA,2019-09-30,Assets,"Other Assets, Total",Other Assets,22775413
Bank BCA,2019-09-30,Assets,Fixed Assets,"Goodwill, Net",167625
Bank BCA,2019-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",19327413
Bank BCA,2019-09-30,Assets,Current Assets,Cash and Due from Banks,107976538
Bank BCA,2019-09-30,Assets,Current Assets,Other Earning Assets,222225330
Bank BCA,2019-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",2921079
Bank BCA,2019-09-30,Assets,Non-Current Assets,Net Loans,569718552
Bank BCA,2019-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1479312
Bank BCA,2019-09-30,Equities,Retained Earnings,Retained Earnings,150209258
Bank BCA,2019-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2019-09-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2019-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2019-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5845943
Bank BCA,2019-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2019-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,568803
Bank BCA,2019-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1184009
Bank BCA,2019-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,7215292
Bank BCA,2019-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,117289
Bank BCA,2019-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,7215292
Bank BCA,2019-09-30,Liabilities,Current Liabilities,Accrued Expenses,16913458
Bank BCA,2019-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2019-09-30,Liabilities,Current Liabilities,Total Deposits,691064720
Bank BCA,2019-06-30,Assets,"Other Assets, Total",Other Assets,20548651
Bank BCA,2019-06-30,Assets,Fixed Assets,"Goodwill, Net",167626
Bank BCA,2019-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",19306097
Bank BCA,2019-06-30,Assets,Current Assets,Cash and Due from Banks,104678165
Bank BCA,2019-06-30,Assets,Current Assets,Other Earning Assets,223512506
Bank BCA,2019-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",2985952
Bank BCA,2019-06-30,Assets,Non-Current Assets,Net Loans,550412423
Bank BCA,2019-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1242729
Bank BCA,2019-06-30,Equities,Retained Earnings,Retained Earnings,142147537
Bank BCA,2019-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2019-06-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2019-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2019-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5511263
Bank BCA,2019-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2019-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,645263
Bank BCA,2019-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1232963
Bank BCA,2019-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,6940801
Bank BCA,2019-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,62922
Bank BCA,2019-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,6940801
Bank BCA,2019-06-30,Liabilities,Current Liabilities,Accrued Expenses,15045968
Bank BCA,2019-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2019-06-30,Liabilities,Current Liabilities,Total Deposits,679482675
Bank BCA,2019-03-31,Assets,"Other Assets, Total",Other Assets,21266676
Bank BCA,2019-03-31,Assets,Fixed Assets,"Goodwill, Net",167626
