Dates,variable,value
1999-04-15,IDX: Turnover: Value,464.033
1999-04-16,IDX: Turnover: Value,760.2139
1999-04-19,IDX: Turnover: Value,842.6386
1999-04-20,IDX: Turnover: Value,514.3676
1999-04-21,IDX: Turnover: Value,830.7192
1999-04-22,IDX: Turnover: Value,404.2743
1999-04-23,IDX: Turnover: Value,982.1775
1999-04-26,IDX: Turnover: Value,239.384
1999-04-27,IDX: Turnover: Value,193.6896
1999-04-28,IDX: Turnover: Value,408.7657
1999-04-29,IDX: Turnover: Value,554.6808
1999-04-30,IDX: Turnover: Value,574.8013
1999-05-03,IDX: Turnover: Value,705.4019
1999-05-04,IDX: Turnover: Value,1350.746
1999-05-05,IDX: Turnover: Value,1562.453
1999-05-06,IDX: Turnover: Value,1828.978
1999-05-07,IDX: Turnover: Value,981.4795
1999-05-10,IDX: Turnover: Value,672.9733
1999-05-11,IDX: Turnover: Value,734.0929
1999-05-12,IDX: Turnover: Value,594.3871
1999-05-14,IDX: Turnover: Value,1831.77
1999-05-17,IDX: Turnover: Value,753.5954
1999-05-18,IDX: Turnover: Value,433.9545
1999-05-19,IDX: Turnover: Value,527.2264
1999-05-20,IDX: Turnover: Value,851.2439
1999-05-21,IDX: Turnover: Value,583.1387
