Dates,variable,value
1999-08-18,Aneka Industri,114.579
1999-08-19,Aneka Industri,116.974
1999-08-20,Aneka Industri,114.122
1999-08-23,Aneka Industri,113.99
1999-08-24,Aneka Industri,112.617
1999-08-25,Aneka Industri,111.975
1999-08-26,Aneka Industri,111.156
1999-08-27,Aneka Industri,109.81
1999-08-30,Aneka Industri,108.139
1999-08-31,Aneka Industri,108.758
1999-09-01,Aneka Industri,110.253
1999-09-02,Aneka Industri,110.161
1999-09-03,Aneka Industri,110.174
1999-09-06,Aneka Industri,106.418
1999-09-07,Aneka Industri,104.805
1999-09-08,Aneka Industri,100.5
1999-09-09,Aneka Industri,103.383
1999-09-10,Aneka Industri,107.475
1999-09-13,Aneka Industri,110.393
1999-09-14,Aneka Industri,108.311
1999-09-15,Aneka Industri,105.349
1999-09-16,Aneka Industri,106.684
1999-09-17,Aneka Industri,106.277
1999-09-20,Aneka Industri,104.736
1999-09-21,Aneka Industri,105.182
1999-09-22,Aneka Industri,105.034
1999-09-23,Aneka Industri,102.363
1999-09-24,Aneka Industri,102.307
1999-09-27,Aneka Industri,102.807
1999-09-28,Aneka Industri,104.597
1999-09-29,Aneka Industri,104.67
1999-09-30,Aneka Industri,107.591
1999-10-01,Aneka Industri,112.201
1999-10-04,Aneka Industri,111.445
1999-10-05,Aneka Industri,113.766
1999-10-06,Aneka Industri,116.532
1999-10-07,Aneka Industri,115.492
1999-10-08,Aneka Industri,116.145
1999-10-11,Aneka Industri,115.13
1999-10-12,Aneka Industri,113.255
1999-10-13,Aneka Industri,113.403
1999-10-14,Aneka Industri,113.486
1999-10-15,Aneka Industri,114.39
1999-10-18,Aneka Industri,114.214
1999-10-19,Aneka Industri,119.303
1999-10-20,Aneka Industri,120.529
1999-10-21,Aneka Industri,127.786
1999-10-22,Aneka Industri,126.015
1999-10-25,Aneka Industri,125.583
1999-10-26,Aneka Industri,124.589
1999-10-27,Aneka Industri,120.855
1999-10-28,Aneka Industri,120.324
1999-10-29,Aneka Industri,123.629
1999-11-01,Aneka Industri,124.148
1999-11-02,Aneka Industri,124.452
1999-11-03,Aneka Industri,127.125
1999-11-04,Aneka Industri,129.247
1999-11-05,Aneka Industri,132.537
1999-11-08,Aneka Industri,134.236
1999-11-09,Aneka Industri,138.547
1999-11-10,Aneka Industri,136.732
1999-11-11,Aneka Industri,135.065
1999-11-12,Aneka Industri,134.566
1999-11-15,Aneka Industri,135.302
1999-11-16,Aneka Industri,136.679
1999-11-17,Aneka Industri,137.714
1999-11-18,Aneka Industri,137.911
1999-11-19,Aneka Industri,136.971
1999-11-22,Aneka Industri,136.74
1999-11-23,Aneka Industri,133.58
1999-11-24,Aneka Industri,129.484
1999-11-25,Aneka Industri,128.378
1999-11-26,Aneka Industri,128.62
1999-11-29,Aneka Industri,125.75
1999-11-30,Aneka Industri,124.67
1999-12-01,Aneka Industri,130.829
1999-12-02,Aneka Industri,128.92
1999-12-03,Aneka Industri,131.938
1999-12-06,Aneka Industri,131.652
1999-12-07,Aneka Industri,129.454
1999-12-08,Aneka Industri,130.189
1999-12-09,Aneka Industri,131.541
1999-12-10,Aneka Industri,132.031
